# side(0=real,1=sim) event ncl R_cm rms_cm medtb
0 57 37 114.19 0.0457 583.7
0 57 33 62.97 0.0855 322.6
0 57 29 93.35 0.0441 420.5
0 57 19 49.91 0.0305 499.8
0 57 23 47.05 0.0836 181.6
0 57 34 95.57 0.0584 763.9
0 57 21 163.57 0.0251 496.0
0 57 17 85.42 0.0565 557.3
0 57 31 83.95 0.0852 155.1
0 57 33 92.43 0.0866 147.3
0 57 30 55.27 0.0948 552.7
0 57 16 219.55 0.0732 860.2
0 57 24 57.93 0.0816 208.3
0 57 17 49.07 0.1159 225.9
0 57 17 47.24 0.0369 28.5
0 57 17 281.37 0.1129 229.0
0 57 21 55.26 0.0910 731.0
0 57 21 1317.76 0.1106 259.1
0 57 41 65.58 0.0721 168.6
0 57 19 49.32 0.0490 54.8
0 57 39 139.92 0.0473 591.8
0 57 15 151.20 0.0552 904.1
0 57 17 53.12 0.1103 645.3
0 57 25 77.79 0.0619 554.1
0 57 30 87.40 0.0550 493.6
0 57 32 113.77 0.0777 346.8
0 57 31 100.09 0.0589 596.8
0 57 27 142.46 0.0241 807.4
0 57 25 448.78 0.0399 272.1
0 57 17 57.74 0.0928 496.3
0 57 34 67.94 0.0922 188.7
0 57 23 107.08 0.0353 936.5
0 57 19 245.30 0.0236 514.3
0 57 24 68.89 0.0610 341.3
0 57 25 96.13 0.0513 865.1
0 57 16 88.85 0.0658 33.4
0 57 32 102.46 0.0595 884.5
0 57 18 82.51 0.0938 919.3
0 57 20 393.10 0.0533 599.2
0 57 36 54.78 0.0859 445.4
0 57 31 78.67 0.0744 498.5
0 57 48 110.39 0.0761 622.5
0 57 23 104.10 0.0567 951.8
0 57 22 84.52 0.0360 237.5
0 57 17 81.19 0.0573 884.3
0 57 15 91.39 0.0903 13.4
0 57 27 159.68 0.0486 615.4
0 57 23 82.98 0.0769 236.3
0 57 27 160.46 0.0503 626.0
0 57 40 220.93 0.0537 715.2
0 57 36 107.65 0.0633 352.3
0 57 37 159.22 0.0284 571.3
0 57 18 78.52 0.0255 221.4
0 57 31 51.45 0.1125 225.5
0 57 31 106.05 0.0561 911.3
0 57 21 271.90 0.0284 198.7
0 57 22 71.19 0.0295 322.7
0 57 24 97.73 0.0566 645.9
0 57 16 64.83 0.0155 470.1
0 57 35 125.74 0.0514 926.6
0 57 37 142.08 0.0343 250.6
0 57 26 315.05 0.0379 104.2
0 57 32 277.46 0.0363 491.1
0 57 35 115.87 0.0602 161.5
0 57 34 160.26 0.0569 215.5
0 57 32 54.94 0.0732 143.8
0 57 38 220.87 0.0561 800.0
0 57 15 66.92 0.0700 764.6
0 57 32 139.08 0.0635 191.1
0 57 27 87.07 0.0532 113.6
0 57 38 75.91 0.0695 236.4
0 57 16 161.91 0.0503 127.3
0 57 31 93.54 0.0450 69.1
0 57 35 72.16 0.0921 672.2
0 57 33 176.66 0.0454 336.7
0 57 20 120.44 0.0764 567.5
0 57 44 98.46 0.0669 224.2
0 57 23 73.51 0.1051 752.9
0 57 23 146.43 0.0589 912.7
0 57 42 118.25 0.0612 965.1
0 57 13 83.82 0.0613 476.3
0 57 44 104.11 0.0603 217.0
0 57 24 782.11 0.1025 663.9
0 57 22 48.17 0.1416 205.8
0 57 25 73.84 0.0591 454.8
0 57 28 48.14 0.1083 208.4
0 57 16 292.61 0.1043 674.3
0 57 18 57.13 0.0972 602.6
0 57 35 124.33 0.0594 621.8
0 57 33 126.00 0.0520 313.9
0 57 38 118.23 0.0508 154.3
0 57 16 105.76 0.0292 34.3
0 57 34 78.18 0.0597 650.2
0 57 16 401.38 0.1098 565.0
0 57 16 116.29 0.0436 466.5
0 57 19 45.27 0.1276 9.8
0 57 16 114.45 0.0405 206.8
0 57 24 55.00 0.0745 101.2
0 57 16 83.60 0.1579 428.0
0 57 13 51.75 0.1176 215.2
0 57 32 56.15 0.1238 113.2
0 57 34 45.27 0.0953 957.7
0 57 21 162.59 0.0448 905.0
0 57 15 189.38 0.0804 153.3
0 57 16 172.64 0.0449 495.5
0 57 43 273.62 0.0450 641.1
0 57 25 72.56 0.0496 480.5
0 57 38 87.45 0.0624 777.0
0 57 25 47.89 0.0703 84.0
0 57 18 72.28 0.0465 871.5
0 57 18 82.35 0.0614 32.4
0 57 22 62.36 0.1426 613.9
0 57 16 335.38 0.0737 59.8
0 57 22 75.99 0.0641 56.1
0 57 15 403.23 0.1043 63.7
0 57 16 97.57 0.0226 383.9
0 57 14 65.99 0.0720 257.9
0 57 13 160.27 0.0603 571.4
0 57 17 177.42 0.0712 155.5
0 57 31 48.33 0.1168 174.3
0 57 14 59.22 0.0450 836.6
0 58 30 98.61 0.0671 196.6
0 58 22 76.22 0.0486 866.4
0 58 16 134.30 0.0218 601.9
0 58 36 131.21 0.0527 721.3
0 58 28 77.47 0.0748 882.2
0 58 13 146.18 0.1081 15.3
0 58 19 47.42 0.1000 66.6
0 58 24 70.28 0.0900 146.6
0 58 16 118.13 0.1410 660.9
0 58 32 51.90 0.0936 629.6
0 58 26 61.23 0.0540 853.7
0 58 25 121.72 0.0459 772.8
0 58 21 58.43 0.0819 260.5
0 58 19 338.79 0.1055 772.9
0 58 38 68.40 0.0865 529.2
0 58 13 45.25 0.0503 456.0
0 58 43 139.62 0.0335 249.6
0 58 17 79.01 0.0469 655.4
0 58 26 92.16 0.0281 326.9
0 58 13 46.31 0.0734 93.5
0 58 28 242.58 0.0549 79.1
0 58 23 85.94 0.0684 936.7
0 58 17 62.21 0.0610 453.8
0 58 14 46.12 0.1068 480.3
0 58 20 520.72 0.0899 118.7
0 58 24 235.34 0.0385 696.2
0 58 16 45.49 0.1044 665.2
0 58 32 131.36 0.0478 357.5
0 58 34 121.84 0.0980 737.7
0 58 29 181.56 0.0420 535.8
0 58 19 48.90 0.0632 621.6
0 58 48 102.78 0.0501 836.8
0 58 17 117.21 0.0481 203.6
0 58 18 92.55 0.1059 411.1
0 58 28 56.41 0.0933 683.7
0 58 40 206.08 0.0574 86.0
0 58 19 106.93 0.0495 272.1
0 58 37 396.83 0.0611 201.6
0 58 17 120.92 0.0361 859.1
0 58 28 82.14 0.0773 904.2
0 58 27 161.96 0.0536 929.3
0 58 15 51.05 0.0249 171.3
0 58 33 122.01 0.0514 729.2
0 58 29 143.07 0.0340 745.5
0 58 38 66.16 0.0923 803.1
0 58 23 115.99 0.0855 328.2
0 58 15 55.15 0.1108 371.3
0 58 25 103.12 0.0875 914.0
0 58 36 118.52 0.0591 102.4
0 58 16 157.26 0.0247 661.4
0 58 32 117.30 0.0775 118.4
0 58 36 189.02 0.0852 58.9
0 58 19 81.82 0.0576 904.0
0 58 41 97.93 0.0592 50.8
0 58 28 118.90 0.0436 927.1
0 58 29 120.50 0.0599 918.6
0 58 40 120.56 0.0472 335.2
0 58 28 277.14 0.0578 211.4
0 58 17 64.63 0.0273 882.8
0 58 16 78.91 0.0268 516.7
0 58 23 93.23 0.0705 293.6
0 58 17 76.57 0.0293 814.6
0 58 24 70.38 0.0324 472.4
0 58 33 128.59 0.0406 903.9
0 58 27 65.74 0.0791 647.3
0 58 15 738.87 0.0185 70.9
0 58 33 49.73 0.0982 351.0
0 58 32 79.19 0.0797 755.5
0 58 28 214.81 0.0513 348.8
0 58 16 59.88 0.0307 712.2
0 58 15 178.35 0.0565 51.7
0 58 27 59.68 0.0904 62.5
0 58 22 78.03 0.1233 726.9
0 58 23 111.10 0.0686 812.7
0 58 27 88.42 0.1053 56.6
0 58 16 143.79 0.1369 116.1
0 58 14 123.24 0.1190 835.7
0 58 17 66.94 0.0926 98.9
0 58 20 90.77 0.0308 955.5
0 58 18 46.00 0.1314 811.0
0 58 41 387.31 0.0531 45.6
0 58 39 119.37 0.0578 700.8
0 58 26 511.39 0.0490 371.3
0 58 22 155.23 0.0562 520.1
0 58 41 99.03 0.0713 376.2
0 58 35 180.32 0.0524 657.5
0 58 14 191.98 0.0502 345.8
0 58 38 270.92 0.0849 658.8
0 58 16 47.24 0.0342 207.7
0 58 20 72.42 0.0456 888.3
0 58 42 163.78 0.0675 102.5
0 58 34 71.86 0.0997 523.1
0 58 21 57.99 0.0367 665.8
0 58 19 257.64 0.0296 904.3
0 58 44 190.90 0.0798 757.7
0 58 40 75.35 0.0688 808.8
0 58 32 81.72 0.0522 502.6
0 58 21 453.47 0.0407 119.0
0 58 22 94.88 0.0500 62.1
0 58 17 593.48 0.0393 434.8
0 58 16 224.81 0.0292 73.1
0 58 17 239.11 0.0570 50.4
0 58 25 69.14 0.0531 296.4
0 58 19 83.85 0.0551 716.7
0 58 26 86.59 0.1077 370.2
0 58 25 117.90 0.0480 447.0
0 58 19 69.16 0.1011 81.0
0 58 18 119.50 0.0499 196.8
0 58 33 57.06 0.0644 32.9
0 58 23 136.23 0.0349 751.6
0 58 22 124.39 0.0528 939.3
0 58 38 84.55 0.0979 526.4
0 58 14 107.61 0.0977 620.6
0 58 31 138.35 0.0728 23.9
0 58 15 759.28 0.0344 73.6
0 58 18 477.55 0.0945 771.1
0 58 14 97.56 0.1156 434.3
0 58 34 110.19 0.0561 554.7
0 58 15 87.84 0.0443 59.4
0 58 15 109.51 0.1252 332.5
0 58 15 334.59 0.1162 408.1
0 58 16 72.44 0.0180 362.5
0 58 14 82.22 0.1014 53.7
0 58 17 126.62 0.0451 365.4
0 58 13 47.16 0.0358 452.0
0 58 13 192.51 0.0510 724.3
0 58 18 48.58 0.0492 64.0
0 58 27 156.73 0.0630 925.9
0 58 28 206.15 0.0348 257.3
0 58 28 45.75 0.1054 192.2
0 59 46 84.81 0.0668 150.2
0 59 31 56.73 0.0794 165.8
0 59 26 170.09 0.0575 822.3
0 59 42 62.84 0.0929 342.8
0 59 29 124.24 0.0835 795.0
0 59 28 84.89 0.0793 279.8
0 59 14 596.25 0.0861 794.3
0 59 37 63.10 0.0769 359.7
0 59 29 209.91 0.0629 637.7
0 59 31 160.19 0.0743 400.8
0 59 19 56.31 0.1047 336.1
0 59 19 51.02 0.1180 209.9
0 59 33 84.61 0.0518 313.0
0 59 31 372.20 0.0375 342.9
0 59 27 121.35 0.0460 144.2
0 59 20 107.64 0.0621 173.8
0 59 21 193.91 0.0737 882.1
0 59 41 128.88 0.0557 312.0
0 59 33 106.63 0.0536 886.0
0 59 39 124.56 0.0670 234.3
0 59 41 109.11 0.0545 328.3
0 59 33 123.75 0.0582 74.8
0 59 18 217.98 0.0752 671.2
0 59 18 104.29 0.0679 830.4
0 59 39 161.30 0.0606 691.9
0 59 41 231.68 0.0398 520.7
0 59 21 273.50 0.0284 444.1
0 59 20 108.06 0.0519 203.0
0 59 25 72.25 0.0503 134.4
0 59 15 114.87 0.0385 35.4
0 59 33 50.17 0.1198 819.1
0 59 27 352.46 0.0966 132.6
0 59 32 145.90 0.0692 139.0
0 59 24 146.65 0.0514 215.7
0 59 14 78.29 0.1291 933.3
0 59 32 119.29 0.0412 800.5
0 59 40 118.20 0.0810 253.1
0 59 23 56.52 0.0449 821.8
0 59 17 91.55 0.0504 29.3
0 59 21 54.16 0.0524 900.6
0 59 38 57.82 0.0947 812.4
0 59 35 88.31 0.0560 94.6
0 59 38 48.32 0.0878 617.0
0 59 31 58.57 0.1122 740.8
0 59 18 61.87 0.0910 753.3
0 59 16 193.92 0.1226 753.1
0 59 35 81.55 0.0919 361.0
0 59 20 100.88 0.0671 813.3
0 59 31 55.00 0.1028 239.8
0 59 32 48.61 0.1108 298.7
0 59 23 48.10 0.1226 805.0
0 59 21 67.84 0.0946 282.6
0 59 30 92.64 0.0626 720.6
0 59 31 119.13 0.0535 496.9
0 59 24 69.61 0.0555 905.2
0 59 25 175.37 0.0844 328.1
0 59 37 167.98 0.0522 812.5
0 59 25 112.12 0.0583 747.2
0 59 17 62.68 0.0859 786.3
0 59 25 94.09 0.0868 189.8
0 59 30 143.67 0.0569 920.2
0 59 31 58.98 0.1012 193.7
0 59 34 3561.07 0.0561 179.7
0 59 26 47.68 0.1070 477.3
0 59 13 864.42 0.1077 46.2
0 59 24 106.89 0.0608 187.6
0 59 29 45.01 0.0782 891.7
0 59 17 73.98 0.0256 83.1
0 59 32 83.53 0.0451 457.6
0 59 14 49.82 0.0230 541.0
0 59 32 94.68 0.0838 744.2
0 59 20 87.90 0.0459 329.3
0 59 44 171.66 0.0484 571.0
0 59 28 206.94 0.0641 101.1
0 59 24 109.23 0.0577 190.1
0 59 21 113.51 0.0785 454.6
0 59 36 83.54 0.0690 915.7
0 59 31 117.61 0.0710 717.3
0 59 16 57.20 0.1470 679.1
0 59 32 136.66 0.0962 938.1
0 59 19 77.95 0.0749 705.2
0 59 17 78.21 0.0332 296.8
0 59 42 200.81 0.0699 409.8
0 59 15 116.42 0.1283 466.9
0 59 36 159.58 0.0743 876.7
0 59 13 70.48 0.0262 496.3
0 59 39 148.29 0.0596 729.5
0 59 25 449.52 0.1220 299.0
0 59 27 110.82 0.0560 735.5
0 59 35 147.93 0.0566 112.5
0 59 21 77.10 0.0432 822.3
0 59 48 77.37 0.0514 622.6
0 59 28 92.47 0.0668 436.3
0 59 25 115.92 0.0501 275.0
0 59 35 81.40 0.0456 903.8
0 59 39 83.94 0.0595 841.6
0 59 22 82.18 0.0637 42.3
0 59 31 120.88 0.0402 860.3
0 59 23 119.30 0.0614 91.9
0 59 21 1545.02 0.0527 76.1
0 59 24 51.68 0.0809 781.5
0 59 13 180.07 0.1066 846.5
0 59 25 115.88 0.0238 462.8
0 59 17 45.44 0.1311 132.3
0 59 27 153.36 0.1160 645.0
0 59 25 124.43 0.0629 770.9
0 59 27 166.51 0.0415 730.1
0 59 29 241.01 0.0688 820.7
0 59 22 92.93 0.0470 764.1
0 59 27 107.75 0.0503 170.8
0 59 18 180.99 0.0586 811.1
0 59 26 87.97 0.0716 241.7
0 59 25 86.94 0.1078 175.9
0 59 23 80.99 0.0641 705.8
0 59 38 316.22 0.0468 151.3
0 59 46 112.73 0.0478 505.8
0 59 19 76.57 0.0694 762.2
0 59 37 438.79 0.0624 907.3
0 59 25 54.69 0.0821 225.3
0 59 23 45.30 0.1213 873.2
0 59 29 119.46 0.0477 227.3
0 59 21 280.76 0.0226 632.6
0 59 27 316.55 0.0265 857.3
0 59 22 80.40 0.0404 683.7
0 59 38 80.33 0.0796 195.7
0 59 16 109.43 0.0432 496.0
0 59 17 47.11 0.1015 856.3
0 59 28 486.54 0.0305 351.7
0 59 29 72.07 0.0619 60.5
0 59 31 82.45 0.0606 650.5
0 59 40 77.66 0.0533 840.4
0 59 14 417.05 0.0872 58.9
0 59 32 47.43 0.1141 795.8
0 59 41 133.75 0.0528 548.6
0 59 26 79.75 0.1161 836.0
0 59 31 69.71 0.0697 726.0
0 59 36 54.06 0.0879 499.5
0 59 17 52.54 0.1112 38.8
0 59 42 66.76 0.0696 479.6
0 59 46 144.86 0.0468 431.0
0 59 18 62.99 0.0848 327.0
0 59 38 115.16 0.0722 826.8
0 59 41 72.24 0.1314 847.9
0 59 16 56.63 0.0715 771.6
0 59 44 312.59 0.0606 820.7
0 59 41 83.25 0.0646 101.4
0 59 15 995.73 0.0621 795.7
0 59 17 228.39 0.0470 368.9
0 59 25 273.61 0.0441 642.8
0 59 37 137.66 0.0620 715.1
0 59 28 68.00 0.0611 768.8
0 59 39 102.69 0.0675 411.1
0 59 29 89.42 0.0936 227.9
0 59 23 315.29 0.0418 395.9
0 59 37 96.97 0.0517 904.1
0 59 25 368.59 0.0496 183.5
0 59 14 138.20 0.1540 236.0
0 59 25 51.32 0.0966 219.8
0 59 46 114.71 0.0905 776.7
0 59 29 116.10 0.0417 245.0
0 59 18 74.53 0.0920 700.1
0 59 35 103.87 0.0559 730.4
0 59 22 46.51 0.0365 927.8
0 59 27 47.30 0.0900 805.0
0 59 41 129.85 0.1015 361.9
0 59 30 54.29 0.0977 825.8
0 59 40 115.73 0.1184 356.3
0 59 27 148.40 0.0410 322.6
0 59 23 584.12 0.0440 34.1
0 59 28 83.30 0.0304 378.7
0 59 34 63.34 0.1200 551.8
0 59 19 94.24 0.0669 193.6
0 59 28 131.56 0.0528 820.4
0 59 31 183.53 0.0493 230.8
0 59 28 75.80 0.0854 732.7
0 59 21 64.25 0.0585 178.2
0 59 19 236.00 0.0616 322.1
0 59 18 57.12 0.1369 206.5
0 59 16 175.40 0.0302 80.1
0 59 32 241.52 0.0601 904.4
0 59 13 58.42 0.1445 774.8
0 59 28 84.72 0.0724 247.3
0 59 20 45.26 0.1284 687.1
0 59 31 55.45 0.0721 444.0
0 59 29 56.04 0.0795 366.4
0 59 32 64.07 0.1181 849.6
0 59 20 254.81 0.0326 925.5
0 59 13 231.08 0.1468 197.3
0 59 20 54.35 0.1022 276.6
0 59 22 62.73 0.0657 653.9
0 59 20 62.91 0.1014 683.0
0 59 15 89.29 0.0723 699.7
0 59 19 46.07 0.0948 837.3
0 59 19 64.20 0.1098 886.6
0 59 29 52.70 0.1070 188.0
0 59 16 68.93 0.0130 99.6
0 59 16 357.68 0.0389 122.7
0 59 18 61.59 0.0518 535.5
0 59 26 93.71 0.0811 638.0
0 59 17 79.41 0.0911 426.8
0 59 19 72.72 0.0360 219.4
0 59 26 98.41 0.0735 241.3
0 59 35 181.09 0.0479 335.3
0 59 22 61.89 0.0488 432.2
0 59 34 588.90 0.0349 361.1
0 59 33 69.82 0.0827 206.4
0 59 15 474.85 0.0549 71.9
0 59 16 53.21 0.0908 798.9
0 59 26 50.15 0.0830 189.0
0 59 26 87.50 0.1027 834.1
0 59 13 117.67 0.0768 206.5
0 59 17 46.49 0.0582 806.6
0 59 16 48.08 0.1374 856.6
0 59 38 50.03 0.1031 886.6
0 59 22 69.61 0.1026 634.4
0 59 19 46.01 0.0883 913.1
0 59 24 316.76 0.0522 786.1
0 59 41 70.18 0.0805 257.3
0 59 22 139.73 0.0771 325.9
0 59 24 103.72 0.0380 753.9
0 59 15 109.80 0.1010 659.3
0 59 29 181.46 0.0472 738.1
0 59 30 51.70 0.0899 211.6
0 59 37 182.48 0.0614 480.2
0 60 38 154.60 0.0658 218.0
0 60 21 116.66 0.0537 29.9
0 60 44 193.51 0.0740 276.5
0 60 19 178.00 0.0682 296.4
0 60 30 54.23 0.1065 117.3
0 60 29 110.35 0.0563 545.7
0 60 20 63.93 0.0686 22.6
0 60 17 455.20 0.0291 650.9
0 60 39 98.75 0.0786 435.7
0 60 36 128.73 0.0640 702.7
0 60 38 265.59 0.0355 277.5
0 60 45 767.62 0.0530 181.9
0 60 31 81.83 0.0543 547.0
0 60 27 101.21 0.0694 229.1
0 60 36 82.69 0.0621 343.5
0 60 19 55.57 0.0942 506.6
0 60 29 105.81 0.0465 81.0
0 60 29 169.28 0.0278 117.4
0 60 33 66.89 0.0836 453.5
0 60 25 85.18 0.0444 67.2
0 60 38 47.89 0.0994 149.7
0 60 18 45.44 0.0786 843.7
0 60 29 69.18 0.0691 315.1
0 60 18 62.45 0.1062 499.3
0 60 39 56.58 0.0805 142.6
0 60 14 54.85 0.0310 897.2
0 60 37 72.56 0.0991 666.9
0 60 22 68.53 0.0859 362.5
0 60 20 363.85 0.0324 489.6
0 60 33 80.18 0.0894 194.3
0 60 32 153.05 0.0612 228.1
0 60 23 65.19 0.0406 476.2
0 60 26 99.11 0.0480 653.8
0 60 32 115.42 0.0540 892.7
0 60 29 87.76 0.0769 919.0
0 60 17 106.17 0.0640 388.3
0 60 27 54.15 0.1043 252.5
0 60 42 54.92 0.0745 610.0
0 60 35 100.54 0.0491 116.2
0 60 20 54.70 0.0371 754.3
0 60 29 94.24 0.0499 363.1
0 60 37 74.61 0.1027 408.3
0 60 41 60.01 0.1033 607.6
0 60 15 59.01 0.0466 938.9
0 60 34 56.83 0.0818 324.7
0 60 34 108.48 0.0547 894.0
0 60 32 118.41 0.0442 17.8
0 60 15 74.50 0.0483 660.0
0 60 20 125.59 0.0332 60.2
0 60 33 106.98 0.0578 332.8
0 60 25 190.31 0.0313 460.7
0 60 36 74.13 0.0488 201.3
0 60 40 156.02 0.0397 804.9
0 60 31 68.89 0.0687 346.7
0 60 28 177.34 0.0596 187.6
0 60 14 97.46 0.0738 935.4
0 60 15 56.95 0.1247 150.3
0 60 23 194.76 0.0577 266.3
0 60 44 118.22 0.0683 457.7
0 60 33 108.06 0.0750 188.8
0 60 13 68.61 0.0637 315.3
0 60 23 77.91 0.0980 624.5
0 60 26 92.73 0.0706 391.5
0 60 31 189.08 0.0455 797.3
0 60 15 900.44 0.0330 219.3
0 60 28 87.03 0.0592 88.4
0 60 13 69.44 0.0610 402.7
0 60 36 90.60 0.0776 920.3
0 60 18 107.42 0.0758 619.5
0 60 35 86.81 0.0976 79.8
0 60 39 146.40 0.0657 384.1
0 60 36 77.79 0.0625 57.9
0 60 29 104.63 0.0447 134.3
0 60 16 82.17 0.0231 437.7
0 60 18 185.37 0.0391 465.6
0 60 33 104.91 0.0609 387.2
0 60 22 98.51 0.0598 542.6
0 60 39 52.21 0.0990 616.7
0 60 17 77.20 0.0192 785.8
0 60 24 168.40 0.0974 65.1
0 60 24 129.89 0.0415 323.1
0 60 18 89.31 0.1065 506.6
0 60 22 54.01 0.0698 828.3
0 60 30 695.67 0.0418 244.7
0 60 27 82.25 0.0527 418.6
0 60 29 151.58 0.0433 374.3
0 60 14 384.10 0.1043 690.6
0 60 35 155.92 0.0626 176.1
0 60 17 507.79 0.0223 690.7
0 60 33 52.02 0.0900 400.8
0 60 29 136.36 0.0485 564.3
0 60 25 79.54 0.0938 783.8
0 60 40 79.07 0.0721 285.6
0 60 16 123.61 0.0891 797.1
0 60 37 126.99 0.0853 169.7
0 60 33 62.92 0.0853 446.8
0 60 17 50.14 0.0530 491.0
0 60 16 47.13 0.1025 368.0
0 60 27 83.25 0.0802 845.3
0 60 23 89.47 0.0496 394.0
0 60 23 68.92 0.0312 64.9
0 60 40 380.96 0.0411 102.8
0 60 39 61.26 0.1021 239.3
0 60 27 215.91 0.0751 403.8
0 60 19 68.64 0.1037 928.3
0 60 23 223.93 0.0508 328.1
0 60 27 165.51 0.0490 276.3
0 60 19 69.87 0.0715 347.7
0 60 34 129.16 0.0825 374.3
0 60 29 97.00 0.0707 285.2
0 60 24 93.28 0.0966 568.5
0 60 30 58.26 0.0881 94.3
0 60 41 70.92 0.0753 849.9
0 60 35 133.25 0.0646 271.0
0 60 22 45.63 0.0793 236.0
0 60 33 84.85 0.0754 397.2
0 60 23 387.19 0.0411 439.1
0 60 33 189.21 0.0639 220.7
0 60 19 71.92 0.0582 51.2
0 60 20 61.73 0.0296 819.3
0 60 16 87.43 0.0423 100.1
0 60 42 127.28 0.0527 386.4
0 60 37 67.71 0.0863 261.8
0 60 23 78.36 0.0809 740.7
0 60 31 74.17 0.0805 242.7
0 60 43 59.66 0.1135 939.5
0 60 43 116.75 0.0531 119.0
0 60 19 664.19 0.0379 236.1
0 60 17 135.76 0.0331 724.7
0 60 46 146.43 0.0458 860.7
0 60 47 275.05 0.0425 173.2
0 60 24 112.16 0.1120 625.7
0 60 45 95.35 0.0657 241.1
0 60 40 66.71 0.0698 412.3
0 60 30 71.10 0.0760 88.7
0 60 24 54.84 0.1046 52.5
0 60 17 61.72 0.0951 206.1
0 60 13 58.21 0.0402 19.7
0 60 16 71.00 0.0184 37.5
0 60 26 73.05 0.0558 224.6
0 60 30 155.81 0.0514 286.7
0 60 21 85.12 0.0453 859.7
0 60 22 113.52 0.0729 57.4
0 60 35 84.05 0.0947 412.3
0 60 34 91.23 0.0623 414.9
0 60 30 111.35 0.0720 299.9
0 60 33 125.87 0.0441 243.7
0 60 35 104.99 0.0738 371.8
0 60 39 63.00 0.0879 739.1
0 60 26 67.78 0.0273 189.4
0 60 17 122.16 0.0274 152.9
0 60 32 90.85 0.0664 386.1
0 60 39 116.90 0.0740 327.9
0 60 18 439.46 0.0847 66.4
0 60 42 159.55 0.0783 454.0
0 60 28 115.82 0.0381 98.4
0 60 33 81.26 0.0894 8.0
0 60 31 88.39 0.0716 713.6
0 60 36 71.56 0.1011 798.4
0 60 24 114.86 0.0323 251.4
0 60 13 49.52 0.0671 93.9
0 60 21 99.55 0.0655 945.3
0 60 29 108.50 0.0643 791.0
0 60 15 128.29 0.1026 840.9
0 60 15 76.55 0.1322 177.1
0 60 24 75.54 0.0495 223.0
0 60 28 178.44 0.0313 110.2
0 60 28 79.63 0.1021 120.5
0 60 31 105.44 0.0346 336.9
0 60 44 59.41 0.0927 807.6
0 60 25 49.53 0.0769 375.2
0 60 16 50.81 0.0664 370.3
0 60 34 122.66 0.0728 127.5
0 60 47 85.61 0.0661 675.8
0 60 40 139.07 0.0748 130.2
0 60 16 84.41 0.0838 10.7
0 60 36 386.44 0.0471 430.6
0 60 38 166.60 0.0606 359.5
0 60 44 325.85 0.0517 358.9
0 60 37 73.04 0.0594 64.8
0 60 31 86.36 0.0790 229.8
0 60 20 278.26 0.1133 943.2
0 60 20 542.65 0.0325 287.9
0 60 38 199.03 0.0447 124.8
0 60 29 55.80 0.0868 635.2
0 60 23 209.23 0.0574 655.7
0 60 13 296.83 0.0731 86.7
0 60 39 547.60 0.0656 214.5
0 60 45 196.06 0.0468 419.2
0 60 19 123.85 0.0673 535.8
0 60 44 70.69 0.0788 402.9
0 60 19 90.02 0.0409 29.0
0 60 18 186.02 0.0730 110.0
0 60 21 79.52 0.0204 45.7
0 60 33 81.50 0.0813 207.2
0 60 21 155.70 0.0421 288.0
0 60 32 102.55 0.0525 167.8
0 60 45 236.04 0.0428 60.5
0 60 31 102.19 0.0405 214.8
0 60 25 187.88 0.0520 144.2
0 60 23 57.24 0.0389 884.7
0 60 36 92.51 0.0799 694.0
0 60 26 103.58 0.0635 911.3
0 60 13 95.18 0.0246 277.9
0 60 24 68.00 0.0721 199.6
0 60 19 93.64 0.0576 456.8
0 60 32 100.32 0.0399 550.2
0 60 22 95.65 0.0367 45.7
0 60 14 107.33 0.0329 12.9
0 60 17 89.40 0.0456 67.3
0 60 17 604.87 0.0255 865.9
0 60 16 46.31 0.0468 477.4
0 60 44 145.73 0.0397 144.7
0 60 18 67.68 0.0489 648.7
0 60 17 89.05 0.0320 802.8
0 60 14 85.01 0.0277 166.2
0 60 23 97.61 0.0444 614.8
0 60 14 46.53 0.1522 675.3
0 60 17 73.51 0.0458 32.0
0 60 15 62.28 0.0367 166.6
0 60 14 45.20 0.1200 141.3
0 60 16 46.10 0.0648 506.0
0 60 17 118.47 0.1076 413.9
0 60 13 87.21 0.0755 539.4
0 60 28 50.94 0.0761 144.6
0 60 25 114.96 0.0483 84.9
0 60 16 61.11 0.0339 71.0
0 60 15 187.02 0.0298 444.4
0 60 13 57.47 0.0997 331.0
0 60 20 69.77 0.0677 763.8
0 60 41 254.58 0.0960 206.3
0 60 28 186.23 0.0557 385.5
0 60 19 278.98 0.0443 66.1
0 60 16 71.68 0.0596 35.8
0 63 18 906.73 0.0418 841.5
0 63 38 248.39 0.0534 899.4
0 63 23 66.68 0.0930 705.7
0 63 17 412.70 0.0490 303.7
0 63 13 231.55 0.0562 839.7
0 63 38 155.99 0.0535 329.1
0 63 29 56.01 0.1205 173.0
0 63 24 121.78 0.0425 849.6
0 63 37 101.61 0.0842 22.3
0 63 35 73.60 0.0654 384.8
0 63 14 74.90 0.0967 260.8
0 63 29 72.36 0.0701 381.8
0 63 14 84.11 0.1201 130.6
0 63 28 100.48 0.0549 581.4
0 63 26 78.76 0.0566 598.8
0 63 26 87.95 0.0480 933.7
0 63 32 64.18 0.0874 494.4
0 63 30 142.57 0.0521 465.4
0 63 43 102.08 0.0693 325.4
0 63 17 394.02 0.0461 365.6
0 63 22 600.87 0.0787 855.8
0 63 28 149.39 0.0439 682.9
0 63 19 51.49 0.0429 606.9
0 63 38 151.04 0.0600 491.5
0 63 21 50.69 0.1024 16.5
0 63 13 51.47 0.1527 460.8
