# side(0=real,1=sim) event ncl R_cm rms_cm medtb
0 84 24 96.74 0.0273 687.5
0 84 20 72.58 0.0315 7.9
0 84 30 225.66 0.0478 634.0
0 84 20 111.93 0.0358 674.6
0 84 16 65.48 0.0185 817.0
0 84 31 476.13 0.0445 373.2
0 84 17 205.45 0.0389 15.9
0 84 23 77.62 0.0874 130.9
0 84 19 73.30 0.0332 107.5
0 84 29 79.36 0.0495 318.3
0 84 22 52.76 0.0863 883.3
0 84 16 184.79 0.1165 125.0
0 84 18 62.38 0.1146 921.9
0 84 24 56.16 0.0931 508.5
0 84 34 53.05 0.0811 189.8
0 84 23 81.36 0.0386 623.6
0 84 26 287.72 0.0752 915.1
0 84 35 199.61 0.0408 190.4
0 84 34 82.18 0.0508 696.5
0 84 16 100.55 0.0532 548.3
0 84 14 215.07 0.0873 149.3
0 84 29 4298.16 0.0358 91.1
0 84 13 208.01 0.0754 342.6
0 84 18 67.07 0.1435 414.9
0 84 34 104.26 0.0466 377.0
0 84 36 152.68 0.0551 348.6
0 84 27 56.64 0.0798 891.3
0 84 21 66.11 0.0430 308.6
0 84 42 155.86 0.0390 106.3
0 84 25 93.86 0.0862 370.0
0 84 28 78.28 0.0866 313.2
0 84 20 55.63 0.0763 605.9
0 84 38 80.10 0.0947 39.9
0 84 23 101.77 0.0934 102.2
0 84 36 61.02 0.1122 837.2
0 84 37 135.47 0.0496 905.7
0 84 22 74.50 0.0925 762.3
0 84 22 83.81 0.0787 416.4
0 84 29 68.64 0.0720 550.3
0 84 36 60.49 0.0871 203.7
0 84 42 121.36 0.0749 587.3
0 84 43 226.61 0.0631 929.2
0 84 34 73.46 0.0702 732.3
0 84 48 169.94 0.0618 183.7
0 84 48 159.58 0.0663 513.8
0 84 14 115.45 0.0812 867.2
0 84 26 99.13 0.0441 144.4
0 84 17 175.85 0.0352 507.8
0 84 34 106.78 0.0652 899.3
0 84 21 94.45 0.1018 800.3
0 84 22 170.24 0.0424 134.3
0 84 34 74.37 0.0804 221.3
0 84 25 170.53 0.0413 23.4
0 84 14 46.53 0.1224 904.5
0 84 27 168.05 0.0432 76.1
0 84 41 103.42 0.0696 287.3
0 84 41 110.26 0.0487 366.9
0 84 40 397.48 0.0421 249.7
0 84 37 154.82 0.0716 452.9
0 84 28 127.07 0.0807 102.8
0 84 33 97.16 0.0392 767.1
0 84 36 125.13 0.0583 701.3
0 84 33 56.91 0.0947 863.1
0 84 39 221.60 0.0451 740.1
0 84 32 89.49 0.0614 406.8
0 84 28 76.19 0.1015 784.9
0 84 16 69.42 0.1477 62.9
0 84 19 71.95 0.0403 856.9
0 84 23 79.08 0.0559 928.2
0 84 26 50.57 0.0743 428.9
0 84 30 71.69 0.0772 806.4
0 84 18 80.83 0.0457 475.3
0 84 25 52.37 0.0924 724.4
0 84 38 63.34 0.0881 689.2
0 84 16 64.17 0.1387 942.7
0 84 22 99.79 0.0373 207.8
0 84 18 64.46 0.0663 532.8
0 84 29 73.39 0.0702 242.6
0 84 32 81.12 0.0521 906.7
0 84 33 101.28 0.0515 209.7
0 84 25 123.97 0.0288 821.4
0 84 31 59.49 0.1168 717.6
0 84 38 127.22 0.0572 500.1
0 84 17 629.66 0.0539 613.1
0 84 31 82.64 0.0864 766.1
0 84 20 64.39 0.1171 617.8
0 84 17 70.07 0.0534 887.1
0 84 13 55.13 0.0605 721.3
0 84 28 82.46 0.0715 356.5
0 84 24 54.00 0.0835 576.0
0 84 22 101.66 0.0630 96.3
0 84 17 69.44 0.0271 384.5
0 84 22 106.25 0.0513 7.8
0 84 23 48.83 0.1421 208.7
0 84 16 53.54 0.0307 190.7
0 84 15 82.90 0.0565 869.4
0 84 16 64.75 0.0411 500.2
0 84 15 678.46 0.0375 515.5
0 84 29 64.74 0.1284 213.7
0 84 15 72.15 0.0447 597.2
0 84 43 56.92 0.1118 250.3
0 84 14 54.09 0.0708 208.1
0 84 15 97.78 0.0263 112.0
0 84 29 58.69 0.1052 942.8
0 84 34 68.51 0.0912 192.7
0 84 34 45.88 0.1040 812.5
0 84 19 291.47 0.0408 919.9
0 84 16 82.73 0.1067 740.3
0 85 38 79.31 0.0587 241.8
0 85 34 99.47 0.0580 243.8
0 85 36 85.07 0.0901 641.5
0 85 32 59.11 0.1017 202.8
0 85 26 79.06 0.0402 673.8
0 85 16 1432.30 0.0967 815.3
0 85 23 67.85 0.0630 98.5
0 85 25 60.52 0.0660 732.7
0 85 40 208.25 0.0520 795.8
0 85 29 50.54 0.1104 66.0
0 85 38 78.99 0.0669 251.8
0 85 34 128.44 0.0894 146.8
0 85 35 47.77 0.1029 913.5
0 85 31 47.90 0.1377 595.7
0 85 16 82.98 0.0453 929.9
0 85 33 102.81 0.0523 559.3
0 85 35 154.29 0.0688 622.8
0 85 34 145.77 0.0374 460.8
0 85 23 77.33 0.0392 685.1
0 85 38 236.87 0.0422 666.8
0 85 44 72.37 0.0461 438.6
0 85 34 75.93 0.0673 912.7
0 85 35 167.40 0.1000 161.6
0 85 24 79.91 0.0529 758.5
0 85 39 60.63 0.0939 571.8
0 85 21 89.42 0.0499 817.9
0 85 29 99.14 0.0490 612.8
0 85 13 506.24 0.1232 148.9
0 85 32 112.79 0.0806 174.2
0 85 20 156.57 0.0306 101.7
0 85 21 53.68 0.0686 593.4
0 85 32 73.58 0.0777 214.9
0 85 29 56.94 0.0861 582.9
0 85 21 51.38 0.1171 508.6
0 85 18 57.38 0.0882 465.6
0 85 34 87.84 0.0899 913.0
0 85 18 53.37 0.0472 240.6
0 85 27 99.65 0.0341 266.8
0 85 20 681.49 0.0571 735.7
0 85 23 47.50 0.1068 512.3
0 85 16 236.97 0.0212 881.8
0 85 39 128.30 0.0605 132.5
0 85 34 138.19 0.0557 759.3
0 85 21 54.36 0.0444 318.8
0 85 19 160.32 0.0552 758.7
0 85 34 62.72 0.0598 757.8
0 85 33 71.26 0.0832 913.8
0 85 25 64.14 0.0585 570.5
0 85 28 186.61 0.0398 77.5
0 85 14 60.12 0.0701 866.3
0 85 15 115.25 0.0442 444.7
0 85 42 50.80 0.1130 620.3
0 85 33 62.37 0.0677 569.0
0 85 23 90.20 0.0560 623.3
0 85 32 202.53 0.0631 185.3
0 85 33 129.81 0.0746 684.7
0 85 17 140.56 0.0437 189.6
0 85 31 85.28 0.0666 750.8
0 85 19 154.03 0.0719 124.9
0 85 38 147.64 0.0371 429.0
0 85 43 309.27 0.0350 542.0
0 85 30 64.60 0.0590 307.3
0 85 29 91.43 0.0575 506.6
0 85 33 153.90 0.0782 683.7
0 85 22 340.64 0.0410 600.5
0 85 29 63.58 0.1258 273.8
0 85 35 74.73 0.0606 558.8
0 85 29 141.73 0.0564 840.9
0 85 39 66.85 0.0740 808.9
0 85 22 87.61 0.0612 393.9
0 85 18 225.04 0.0693 611.4
0 85 39 59.71 0.0759 595.8
0 85 39 45.96 0.1300 578.6
0 85 39 65.69 0.0773 276.2
0 85 32 77.70 0.0473 394.3
0 85 20 121.47 0.0206 64.2
0 85 24 45.45 0.1359 254.1
0 85 31 90.91 0.0675 760.8
0 85 37 72.33 0.0909 208.1
0 85 23 82.14 0.0704 959.7
0 85 33 375.08 0.0314 223.1
0 85 18 107.11 0.1081 264.8
0 85 41 132.16 0.0560 563.9
0 85 36 207.38 0.0457 368.4
0 85 28 220.33 0.0394 28.5
0 85 28 62.39 0.0878 124.9
0 85 35 117.47 0.0665 844.8
0 85 19 245.87 0.0191 575.5
0 85 34 84.28 0.0588 622.4
0 85 27 86.33 0.0501 437.5
0 85 39 231.11 0.0502 624.1
0 85 33 143.65 0.0582 307.7
0 85 25 176.25 0.0365 195.8
0 85 15 1198.20 0.0181 936.0
0 85 16 108.64 0.0599 776.6
0 85 23 120.65 0.1451 427.6
0 85 19 62.57 0.0317 394.1
0 85 26 78.48 0.0875 431.6
0 85 23 263.47 0.0474 575.3
0 85 38 100.36 0.0816 883.8
0 85 39 83.75 0.0759 196.5
0 85 27 129.70 0.0400 607.9
0 85 39 63.23 0.0666 448.8
0 85 21 79.46 0.0833 531.5
0 85 17 136.53 0.0502 458.5
0 85 38 115.74 0.0556 516.6
0 85 30 72.10 0.0711 285.1
0 85 16 76.07 0.0443 934.1
0 85 30 49.47 0.1084 411.7
0 85 31 103.80 0.0592 153.0
0 85 34 124.87 0.0780 266.3
0 85 29 69.66 0.0928 641.4
0 85 14 69.77 0.1385 5.9
0 85 33 70.52 0.0843 685.1
0 85 28 97.82 0.0555 713.8
0 85 21 150.49 0.0306 425.7
0 85 33 111.03 0.0473 324.7
0 85 42 55.47 0.0829 456.0
0 85 46 55.79 0.0905 464.3
0 85 22 57.16 0.1112 451.6
0 85 22 46.18 0.0515 401.6
0 85 39 141.33 0.0513 161.8
0 85 32 121.73 0.0428 718.2
0 85 33 62.85 0.1107 202.1
0 85 18 72.37 0.0623 496.4
0 85 32 147.63 0.0393 390.0
0 85 37 428.95 0.0335 664.9
0 85 21 56.78 0.0960 438.0
0 85 33 51.14 0.0847 909.2
0 85 32 330.54 0.0501 718.9
0 85 28 79.42 0.0490 723.7
0 85 39 203.22 0.0477 115.8
0 85 23 79.17 0.0202 447.2
0 85 27 103.49 0.0525 83.7
0 85 22 87.77 0.0525 361.1
0 85 45 70.87 0.0737 38.4
0 85 19 168.27 0.0349 693.4
0 85 35 77.78 0.0689 866.3
0 85 20 138.54 0.0759 50.3
0 85 19 131.73 0.0512 636.0
0 85 29 67.91 0.0887 863.2
0 85 21 82.09 0.0398 587.0
0 85 38 173.37 0.0733 569.6
0 85 25 596.90 0.0639 208.8
0 85 42 143.90 0.0640 501.6
0 85 38 95.24 0.0652 752.8
0 85 36 67.24 0.0747 342.3
0 85 38 111.48 0.0796 702.7
0 85 39 56.66 0.0869 826.4
0 85 46 138.86 0.0508 301.7
0 85 31 51.76 0.0884 432.3
0 85 19 970.69 0.0324 227.0
0 85 40 128.71 0.0733 659.8
0 85 20 45.11 0.1220 68.4
0 85 29 94.69 0.1074 614.3
0 85 15 202.21 0.1008 666.8
0 85 18 63.18 0.0421 449.2
0 85 17 113.38 0.0445 784.5
0 85 31 74.50 0.0817 230.7
0 85 16 128.32 0.0425 753.3
0 85 17 134.81 0.0220 68.6
0 85 26 56.38 0.0814 775.7
0 85 41 100.20 0.0583 524.3
0 85 33 61.14 0.0993 628.0
0 85 36 140.49 0.0501 312.8
0 85 41 146.60 0.0459 273.6
0 85 18 45.56 0.1069 696.7
0 85 32 220.24 0.0461 689.3
0 85 31 98.09 0.0643 53.0
0 85 39 69.90 0.0716 784.4
0 85 25 104.32 0.0428 699.6
0 85 37 400.84 0.0508 768.4
0 85 36 226.38 0.0436 845.7
0 85 37 115.37 0.0682 301.7
0 85 26 50.05 0.0710 582.9
0 85 32 108.36 0.0704 104.2
0 85 26 193.86 0.0375 951.5
0 85 19 56.62 0.0234 310.3
0 85 25 555.18 0.0437 760.4
0 85 21 58.29 0.0861 98.4
0 85 40 93.19 0.0798 50.2
0 85 28 58.05 0.1356 79.6
0 85 25 74.47 0.0868 412.8
0 85 16 148.26 0.0596 483.0
0 85 18 74.62 0.0687 572.8
0 85 24 82.25 0.0472 495.9
0 85 24 157.86 0.0445 759.9
0 85 28 63.61 0.0690 941.4
0 85 20 55.87 0.1098 955.0
0 85 18 45.42 0.0811 156.2
0 85 16 48.45 0.1378 595.4
0 85 23 62.35 0.1300 587.7
0 85 21 130.43 0.0495 854.8
0 85 17 88.15 0.0768 230.0
0 85 15 45.45 0.0810 720.3
0 85 15 50.89 0.0959 422.5
0 85 18 66.36 0.0253 802.3
0 85 14 79.61 0.0711 680.8
0 85 15 126.17 0.0353 891.0
0 85 24 50.24 0.0953 31.7
0 85 16 292.10 0.0229 108.8
0 85 19 82.84 0.0455 271.3
0 85 16 48.42 0.0225 904.8
0 85 27 104.87 0.0703 139.3
0 85 21 95.35 0.0534 936.1
0 85 27 54.47 0.0911 485.9
0 85 37 71.33 0.0854 704.8
0 85 29 248.91 0.0199 202.2
0 85 18 55.62 0.1177 133.4
0 85 21 59.68 0.0417 922.4
0 85 16 47.87 0.1361 412.0
0 85 33 188.57 0.0495 593.7
0 85 14 137.25 0.0373 25.6
0 85 27 54.51 0.1000 142.7
0 85 19 46.63 0.1034 693.7
0 86 27 73.37 0.0799 748.6
0 86 22 46.08 0.1130 798.7
0 86 25 118.98 0.0995 408.7
0 86 30 48.23 0.0817 599.2
0 86 14 49.81 0.0974 277.6
0 86 34 59.48 0.1032 548.1
0 86 18 256.20 0.0964 374.2
0 86 25 114.92 0.0497 657.7
0 86 16 59.49 0.0856 934.3
0 86 31 812.52 0.0658 309.4
0 86 37 61.60 0.0753 259.7
0 86 16 101.40 0.1209 783.4
0 86 18 60.59 0.1065 716.0
0 86 39 117.96 0.0625 857.5
0 86 20 101.19 0.1183 653.3
0 86 24 63.78 0.0579 478.5
0 86 15 97.19 0.1536 698.9
0 86 15 164.29 0.1123 802.7
0 86 32 78.39 0.0674 560.3
0 86 30 65.77 0.0924 327.8
0 86 13 101.26 0.0837 766.5
0 86 41 210.33 0.1438 352.1
0 86 29 121.41 0.0483 310.8
0 86 34 88.57 0.0735 506.0
0 86 42 121.34 0.0466 704.8
0 86 27 267.85 0.0276 316.9
0 86 34 65.93 0.0912 834.9
0 86 32 172.95 0.0548 409.8
0 86 25 55.95 0.0591 509.9
0 86 19 99.18 0.0307 299.4
0 86 19 48.77 0.0942 491.4
0 86 18 53.94 0.0824 208.3
0 86 39 52.01 0.0994 418.1
0 86 26 61.37 0.0435 943.5
0 86 19 93.92 0.0435 312.6
0 86 38 77.64 0.0563 754.0
0 86 40 58.73 0.0777 522.0
0 86 29 107.64 0.0524 155.5
0 86 27 101.73 0.0386 824.1
0 86 38 85.77 0.0719 150.1
0 86 44 101.39 0.0700 293.3
0 86 27 99.96 0.0544 359.6
0 86 29 145.10 0.0605 217.7
0 86 34 83.97 0.0576 471.3
0 86 33 98.03 0.0647 476.3
0 86 30 117.00 0.0523 291.7
0 86 24 119.11 0.0497 190.2
0 86 20 117.75 0.0613 759.2
0 86 16 75.68 0.0654 424.4
0 86 24 124.59 0.0640 909.7
0 86 15 330.64 0.0977 378.7
0 86 28 183.89 0.0389 307.1
0 86 38 229.11 0.0497 521.9
0 86 23 65.39 0.0597 305.8
0 86 31 1176.47 0.0452 742.8
0 86 34 86.63 0.0904 456.8
0 86 17 59.83 0.0257 777.7
0 86 34 400.10 0.0475 690.0
0 86 26 203.42 0.0441 789.8
0 86 27 114.37 0.1028 405.9
0 86 19 122.73 0.1030 808.3
0 86 21 71.73 0.0288 917.2
0 86 39 112.02 0.0561 740.8
0 86 33 165.23 0.0922 742.4
0 86 22 65.77 0.0642 261.5
0 86 23 45.44 0.0853 711.0
0 86 16 92.55 0.0548 186.0
0 86 38 49.31 0.0913 247.5
0 86 42 237.32 0.0627 211.5
0 86 35 175.39 0.0600 675.5
0 86 33 73.18 0.0701 414.3
0 86 14 73.18 0.0735 367.3
0 86 34 146.11 0.0833 738.7
0 86 21 75.22 0.0786 911.9
0 86 26 124.52 0.0343 301.9
0 86 33 83.57 0.0534 881.2
0 86 39 152.07 0.0604 861.6
0 86 19 82.49 0.0540 647.3
0 86 33 106.41 0.0541 649.6
0 86 16 57.28 0.0762 566.8
0 86 17 78.55 0.0767 412.1
0 86 25 56.83 0.1009 365.5
0 86 13 78.10 0.1566 468.0
0 86 27 127.03 0.0796 745.7
0 86 18 706.35 0.0848 271.8
0 86 18 51.99 0.0732 36.2
0 86 32 104.56 0.0672 889.3
0 86 33 119.58 0.0610 788.2
0 86 41 80.22 0.0778 236.0
0 86 47 257.84 0.0495 444.9
0 86 42 129.30 0.0447 268.9
0 86 23 97.76 0.0553 649.7
0 86 37 188.66 0.0449 405.5
0 86 37 167.16 0.0567 253.8
0 86 47 98.56 0.0586 497.8
0 86 36 117.24 0.0671 766.8
0 86 37 111.34 0.0636 924.1
0 86 27 254.33 0.0595 663.7
0 86 16 56.11 0.0407 340.2
0 86 15 71.41 0.0495 322.8
0 86 26 88.88 0.0796 312.2
0 86 16 89.53 0.0235 722.1
0 86 18 673.77 0.0405 155.6
0 86 19 58.30 0.0612 154.5
0 86 18 56.97 0.0928 590.4
0 86 38 77.58 0.0513 551.4
0 86 13 54.33 0.1261 607.3
0 86 18 137.60 0.0416 92.3
0 86 17 338.66 0.0375 858.8
0 86 33 53.48 0.1023 496.4
0 86 40 58.94 0.0797 694.5
0 86 22 49.21 0.1157 937.6
0 86 20 54.65 0.1012 44.2
0 86 42 89.98 0.0856 467.3
0 86 24 69.10 0.0714 282.0
0 86 22 56.91 0.0782 66.2
0 86 23 71.79 0.0729 796.9
0 86 23 148.19 0.0336 34.0
0 86 33 93.16 0.0749 682.1
0 86 19 57.78 0.0740 132.5
0 86 14 54.00 0.0897 586.0
0 86 39 70.76 0.0729 877.6
0 86 17 64.10 0.0914 325.4
0 86 48 116.43 0.0576 429.5
0 86 22 122.03 0.0439 344.1
0 86 28 131.92 0.0547 683.9
0 86 39 93.47 0.0666 795.9
0 86 45 87.33 0.0659 934.0
0 86 29 62.46 0.0881 553.6
0 86 24 518.56 0.0256 323.8
0 86 27 70.45 0.0921 541.0
0 86 32 135.32 0.0347 738.2
0 86 13 123.00 0.1123 464.3
0 86 29 61.22 0.1122 880.8
0 86 39 72.14 0.0854 545.3
0 86 15 47.63 0.1345 273.3
0 86 13 56.02 0.1872 324.3
0 86 18 149.95 0.0667 462.6
0 86 20 79.66 0.1088 894.0
0 86 15 136.85 0.0381 198.8
0 86 25 83.49 0.0703 654.2
0 86 14 55.62 0.0747 583.2
0 86 23 145.84 0.0511 44.9
0 86 23 144.12 0.0615 413.3
0 86 19 70.30 0.1213 88.0
0 86 18 87.17 0.0339 415.0
0 86 16 49.83 0.0309 459.2
0 86 22 55.64 0.0427 374.3
0 86 20 103.62 0.0693 18.7
0 86 25 180.79 0.0727 278.9
0 86 13 125.23 0.0346 290.5
0 86 15 65.94 0.1248 856.4
0 86 22 57.10 0.0877 347.9
0 86 20 918.97 0.0341 372.6
0 86 25 456.19 0.0304 354.7
0 86 36 136.63 0.0497 719.4
0 86 18 52.18 0.1200 550.6
0 86 19 133.78 0.0320 446.3
0 86 28 76.46 0.0991 241.1
0 86 36 117.99 0.0955 428.3
0 86 27 781.74 0.1048 59.9
0 86 26 128.49 0.0430 147.2
0 86 42 158.49 0.0552 502.6
0 86 16 355.00 0.0770 539.9
0 86 27 168.94 0.0364 775.0
0 86 43 107.60 0.0603 236.8
0 86 23 55.80 0.0796 44.3
0 86 22 233.64 0.0395 347.4
0 86 17 572.52 0.0379 282.9
0 86 13 61.99 0.0192 783.2
0 86 25 51.40 0.0911 319.3
0 86 40 52.97 0.1004 458.5
0 86 16 82.03 0.0626 686.7
0 86 14 60.38 0.1018 380.8
0 88 26 59.47 0.0602 167.8
0 88 20 77.87 0.0429 828.1
0 88 25 60.78 0.0947 504.1
0 88 34 120.13 0.0482 806.7
0 88 40 92.40 0.0499 64.2
0 88 19 78.83 0.0451 406.4
0 88 35 81.97 0.0641 745.6
0 88 35 137.02 0.0744 512.6
0 88 17 89.06 0.0582 488.4
0 88 17 82.39 0.0728 594.8
0 88 13 105.85 0.0559 435.8
0 88 25 50.45 0.0766 422.9
0 88 36 119.75 0.0681 680.2
0 88 17 121.68 0.0489 624.4
0 88 32 108.83 0.0506 922.0
0 88 37 387.00 0.0603 738.1
0 88 40 132.46 0.0490 112.0
0 88 32 114.03 0.0636 214.1
0 88 30 81.07 0.0609 595.4
0 88 15 72.12 0.0925 315.5
0 88 16 386.07 0.0703 939.1
0 88 34 130.61 0.0430 926.6
0 88 36 46.95 0.0916 646.2
0 88 15 488.07 0.1011 708.4
0 88 18 114.82 0.0984 759.3
0 88 19 399.99 0.1286 757.3
0 88 27 47.98 0.1092 781.1
0 88 14 270.43 0.0875 788.9
0 88 14 84.50 0.0808 752.3
0 88 15 199.76 0.0721 677.3
0 88 18 56.20 0.1270 710.6
0 88 13 73.34 0.1238 660.9
0 88 15 93.69 0.1436 727.7
0 88 14 487.66 0.1324 764.3
0 88 14 486.23 0.0982 761.3
0 88 17 649.00 0.1213 745.7
0 88 13 705.63 0.0984 657.3
0 88 15 179.07 0.1165 737.1
0 88 16 154.11 0.1018 688.0
0 88 13 129.14 0.1066 680.7
0 88 15 75.09 0.0742 770.3
0 88 36 47.88 0.0954 208.3
0 88 21 58.87 0.0975 598.7
0 88 21 48.36 0.1165 594.9
0 88 36 121.02 0.0806 437.9
0 88 35 90.46 0.0786 97.3
0 88 35 192.14 0.0650 101.8
0 88 33 60.76 0.1051 203.5
0 88 36 90.42 0.0548 139.8
0 88 29 53.46 0.1169 700.9
0 88 32 57.57 0.1233 520.7
0 88 38 95.36 0.0414 155.8
0 88 37 107.95 0.0770 140.5
0 88 28 57.27 0.0855 429.2
0 88 36 174.91 0.0962 947.7
0 88 36 62.78 0.0862 192.8
0 88 39 331.84 0.0429 581.0
0 88 31 55.33 0.0858 56.0
0 88 30 76.92 0.0627 23.2
0 88 19 103.20 0.0558 744.4
0 88 26 73.46 0.0767 789.6
0 88 26 137.32 0.0775 462.1
0 88 25 63.36 0.0646 450.2
0 88 39 55.58 0.1111 44.9
0 88 17 77.01 0.0446 881.2
0 88 30 87.98 0.0366 716.7
0 88 16 63.04 0.0386 749.3
0 88 21 289.56 0.0420 889.2
0 88 24 67.58 0.0576 494.8
0 88 22 171.31 0.0245 494.0
0 88 23 109.74 0.0554 204.5
0 88 28 92.26 0.0666 159.6
0 88 22 108.78 0.0441 810.0
0 88 39 56.57 0.0480 146.5
0 88 25 82.17 0.1086 857.5
0 88 35 76.99 0.0881 716.3
0 88 30 72.60 0.0628 913.5
0 88 32 115.85 0.0418 489.7
0 88 42 49.92 0.1068 793.4
0 88 22 62.65 0.0483 848.8
0 88 20 117.84 0.0564 35.4
0 88 22 88.91 0.0523 235.2
0 88 44 260.67 0.0656 59.8
0 88 20 51.44 0.0439 50.1
0 88 34 159.41 0.0405 602.9
0 88 43 93.67 0.0767 245.3
0 88 26 60.65 0.0851 788.5
0 88 34 138.05 0.0419 244.8
0 88 25 85.88 0.0272 542.2
0 88 18 45.64 0.1054 118.8
0 88 37 47.03 0.0898 642.1
0 88 22 187.64 0.0336 58.8
0 88 19 90.25 0.0597 183.0
0 88 15 275.54 0.1137 736.9
0 88 40 192.68 0.0503 613.7
0 88 35 53.92 0.1124 564.8
0 88 25 124.86 0.1049 738.2
0 88 38 79.13 0.0739 929.2
0 88 26 62.96 0.0486 54.7
0 88 21 71.83 0.0936 286.1
0 88 21 59.20 0.1227 132.4
0 88 16 165.84 0.0160 517.7
0 88 24 91.48 0.0760 744.9
0 88 20 100.69 0.0443 430.8
0 88 21 261.66 0.0626 769.7
0 88 13 105.37 0.1391 507.0
0 88 17 387.94 0.1381 722.1
0 88 16 299.01 0.1094 691.6
0 88 14 323.30 0.1190 671.1
0 88 15 314.40 0.1264 686.1
0 88 13 457.41 0.0944 779.8
0 88 35 557.13 0.0804 911.8
0 88 28 166.88 0.0596 200.3
0 88 15 51.32 0.0923 545.7
0 88 38 105.59 0.0786 845.1
0 88 14 74.69 0.0837 78.3
0 88 17 542.53 0.0499 40.8
0 88 15 109.10 0.1571 12.9
0 88 16 75.02 0.0209 520.8
0 88 19 53.67 0.1275 40.9
0 88 20 68.74 0.0715 210.1
0 88 13 66.68 0.1267 838.7
0 88 14 45.53 0.0483 73.0
0 88 15 125.53 0.0771 71.0
0 88 36 69.98 0.0641 803.4
0 88 21 106.34 0.0719 136.3
0 88 19 89.25 0.0634 248.7
0 88 21 45.71 0.1147 148.2
0 89 39 77.70 0.1053 810.3
0 89 26 57.41 0.0797 602.9
0 89 29 118.12 0.1049 446.0
0 89 26 90.26 0.0607 851.5
0 89 27 141.60 0.0355 357.8
0 89 37 89.08 0.0609 782.0
0 89 21 360.73 0.0878 125.9
0 89 16 83.77 0.1318 109.1
0 89 13 73.94 0.1187 82.2
0 89 16 80.39 0.0898 895.3
0 89 16 168.41 0.1267 115.3
0 89 17 63.23 0.0928 125.2
0 89 16 61.15 0.1334 128.4
0 89 21 84.47 0.0829 130.3
0 89 23 145.65 0.0563 659.0
0 89 17 77.59 0.1312 124.5
0 89 38 75.91 0.0420 85.7
0 89 20 127.90 0.0688 832.8
0 89 22 55.09 0.0738 225.9
0 89 29 148.28 0.0423 580.9
0 89 23 54.18 0.0532 411.4
0 89 23 72.75 0.0440 611.8
0 89 24 74.40 0.0658 636.0
0 89 13 138.80 0.1263 19.0
0 89 22 228.98 0.0278 643.6
0 89 42 1440.15 0.0552 324.0
0 89 14 127.75 0.0724 868.9
0 89 26 365.13 0.0477 140.2
0 89 14 53.21 0.1016 904.3
0 89 30 211.19 0.0316 829.7
0 89 23 85.14 0.0694 867.6
0 89 25 57.38 0.0531 37.4
0 89 26 104.35 0.0952 316.2
0 89 19 65.78 0.1028 830.2
0 89 31 209.84 0.0413 877.7
0 89 15 49.61 0.0780 28.8
0 89 37 101.16 0.0718 761.1
0 89 19 51.40 0.1103 466.2
0 89 24 68.55 0.0471 682.8
0 89 15 47.42 0.0592 9.2
0 89 35 203.83 0.0375 672.9
0 89 40 79.76 0.0892 562.2
0 89 26 53.63 0.0941 255.3
0 89 28 96.59 0.0716 466.3
0 89 16 423.91 0.1603 34.7
0 89 22 152.82 0.0357 872.7
0 89 34 195.22 0.0621 103.4
0 89 23 114.30 0.0793 445.9
0 89 33 51.87 0.1185 863.5
0 89 25 88.25 0.0652 904.4
0 89 13 70.37 0.0663 105.3
0 89 18 69.39 0.0868 614.3
0 89 31 52.11 0.0990 141.6
0 89 29 109.07 0.0604 742.0
0 89 35 202.52 0.0520 379.5
0 89 41 112.59 0.0718 539.9
0 89 43 197.05 0.0607 459.3
0 89 18 65.64 0.1225 369.5
0 89 16 53.37 0.0868 669.6
0 89 25 74.41 0.0845 578.2
0 89 16 216.51 0.0249 528.0
0 89 48 229.06 0.0551 819.3
0 89 38 116.51 0.0623 758.9
0 89 19 102.90 0.1046 710.3
0 89 41 178.47 0.0481 578.4
0 89 27 83.91 0.0560 543.9
0 89 14 52.18 0.0953 676.1
0 89 33 162.24 0.0646 538.2
0 89 38 74.31 0.0724 782.6
0 89 28 86.32 0.0782 403.8
0 89 39 45.33 0.0907 706.9
0 89 39 130.20 0.0620 617.1
0 89 23 105.79 0.0933 878.7
0 89 31 46.93 0.0866 757.8
0 89 28 61.93 0.0947 389.4
0 89 16 45.10 0.1365 693.0
0 89 26 167.88 0.0623 904.8
0 89 20 108.41 0.0250 154.0
0 89 35 65.75 0.0854 314.8
0 89 16 74.36 0.0270 743.0
0 89 18 87.89 0.0354 771.2
0 89 37 216.00 0.0279 54.2
0 89 42 128.14 0.0590 653.7
0 89 39 121.10 0.0704 93.0
0 89 26 133.02 0.0850 900.3
0 89 16 52.70 0.0775 687.8
0 89 34 82.77 0.0555 542.9
0 89 27 151.65 0.0838 430.0
0 89 27 72.89 0.0829 792.7
0 89 43 55.30 0.0871 641.2
0 89 31 60.97 0.0824 732.8
0 89 30 45.41 0.1201 585.3
0 89 27 136.05 0.0457 327.6
0 89 24 159.25 0.0340 224.7
0 89 30 60.82 0.0720 719.8
0 89 25 113.86 0.0313 761.1
0 89 21 81.19 0.0792 644.8
0 89 25 65.34 0.0728 486.2
0 89 16 154.05 0.0112 582.5
0 89 23 47.96 0.1042 909.2
0 89 39 97.20 0.0754 390.2
0 89 32 177.35 0.0367 15.6
0 89 35 143.63 0.0456 633.1
0 89 30 51.99 0.1144 41.6
0 89 41 92.33 0.0440 632.5
0 89 24 254.18 0.0261 716.2
0 89 19 395.82 0.0265 536.3
0 89 37 108.59 0.0478 664.8
0 89 22 58.13 0.0445 104.3
0 89 14 582.38 0.0519 809.1
