# side(0=real,1=sim) event ncl R_cm rms_cm medtb
1 20 15 60.27 0.0906 736.6
1 20 22 168.13 0.0591 533.5
1 20 28 79.86 0.0723 722.3
1 20 16 98.51 0.0382 604.6
1 20 20 88.50 0.1415 728.2
1 20 28 66.64 0.1048 616.3
1 20 19 86.24 0.0804 662.5
1 20 25 118.39 0.0552 698.0
1 20 37 117.68 0.0636 647.3
1 20 36 116.38 0.0717 782.0
1 20 30 248.07 0.0484 97.0
1 20 41 140.70 0.0716 566.2
1 20 23 133.92 0.0732 952.8
1 20 42 407.42 0.0802 639.6
1 20 43 212.71 0.0518 725.2
1 20 25 146.76 0.0844 690.3
1 20 37 98.53 0.0651 243.3
1 20 46 135.84 0.0531 69.2
1 20 40 83.64 0.0946 101.7
1 20 41 52.93 0.1079 653.8
1 20 37 152.44 0.0651 771.3
1 20 13 66.10 0.1271 302.0
1 20 23 51.11 0.1240 96.7
1 20 26 85.23 0.0520 267.3
1 20 13 60.18 0.1329 719.5
1 20 38 285.90 0.0810 307.8
1 20 30 90.17 0.1011 129.6
1 20 41 77.42 0.0746 302.5
1 20 28 255.20 0.1058 14.4
1 20 26 452.83 0.0585 389.2
1 20 37 118.53 0.0945 107.4
1 20 33 143.32 0.0768 443.0
1 20 14 46.36 0.0725 65.2
1 20 25 65.76 0.0801 72.1
1 20 39 268.95 0.0566 513.6
1 20 31 108.23 0.0669 685.3
1 20 13 512.87 0.0544 384.3
1 20 15 244.62 0.0500 549.3
1 20 29 65.62 0.0721 106.1
1 20 39 358.19 0.0550 381.1
1 20 27 92.83 0.1381 362.1
1 20 35 158.61 0.0558 346.4
1 20 41 100.68 0.1004 77.3
1 20 44 422.59 0.0703 718.1
1 20 38 136.24 0.0825 691.3
1 20 34 64.99 0.0717 873.8
1 20 25 137.06 0.0879 222.7
1 20 35 85.93 0.0948 742.0
1 20 37 147.80 0.0641 183.7
1 20 37 241.92 0.0556 373.3
1 20 25 118.48 0.0515 682.3
1 20 35 66.94 0.0894 883.8
1 20 31 166.32 0.0626 60.0
1 20 38 267.12 0.0681 77.2
1 20 23 100.72 0.0915 765.5
1 20 34 55.97 0.1303 330.0
1 20 38 130.87 0.0711 482.0
1 20 26 310.26 0.0576 265.0
1 20 33 101.62 0.0885 632.8
1 20 39 87.23 0.0984 49.6
1 20 16 157.90 0.0584 127.6
1 20 21 142.56 0.0372 312.2
1 20 28 54.06 0.1167 641.7
1 20 28 169.21 0.0874 891.4
1 20 34 95.98 0.0943 534.5
1 20 21 128.32 0.0515 77.0
1 20 32 149.49 0.0526 445.1
1 20 37 69.64 0.1034 835.6
1 20 25 115.18 0.0922 174.0
1 20 38 67.22 0.0904 185.6
1 20 21 45.07 0.1046 729.5
1 20 32 99.00 0.0942 640.6
1 20 31 67.28 0.0787 228.8
1 20 26 201.01 0.0659 291.0
1 20 17 126.95 0.0568 185.4
1 20 22 65.96 0.0847 496.3
1 20 38 91.52 0.1007 687.1
1 20 39 134.58 0.0687 698.5
1 20 35 133.01 0.0620 435.2
1 20 17 101.54 0.0904 677.9
1 20 35 120.05 0.0683 611.6
1 20 32 56.25 0.1102 887.2
1 20 23 72.88 0.1212 923.5
1 20 28 114.14 0.0639 740.1
1 20 34 135.26 0.0622 92.3
1 20 36 82.87 0.0903 236.5
1 20 37 78.88 0.0975 662.4
1 20 14 122.32 0.0597 261.1
1 20 17 457.65 0.0470 503.7
1 20 32 66.93 0.0730 498.4
1 20 22 106.52 0.0733 20.4
1 20 17 122.15 0.0371 512.6
1 20 17 45.85 0.0801 279.7
1 20 18 65.84 0.0745 580.9
1 20 18 93.73 0.0625 314.4
1 20 39 59.57 0.0771 309.6
1 20 17 104.80 0.0590 565.0
1 20 37 60.40 0.1122 540.1
1 20 16 45.64 0.1672 299.9
1 20 27 64.79 0.1223 497.1
1 20 24 297.19 0.1224 714.6
1 20 35 78.21 0.0994 37.0
1 20 27 135.65 0.0722 577.8
1 20 29 66.75 0.1185 433.4
1 20 36 184.18 0.0639 426.6
1 20 16 110.53 0.0677 802.7
1 20 27 89.54 0.0692 295.4
1 20 32 117.16 0.1251 556.4
1 20 35 157.32 0.0702 313.0
1 20 28 146.79 0.0600 62.4
1 20 38 104.17 0.0731 212.0
1 20 24 49.63 0.0893 382.1
1 20 20 138.96 0.1178 721.1
1 20 35 108.54 0.0705 624.5
1 20 46 220.77 0.0566 738.4
1 20 33 79.75 0.0478 577.8
1 20 30 94.79 0.0504 858.7
1 20 38 300.17 0.0637 253.8
1 20 16 560.28 0.1020 555.0
1 20 23 71.17 0.0523 681.4
1 20 19 244.80 0.1515 552.7
1 20 21 133.61 0.0436 830.9
1 20 14 56.33 0.1647 816.4
1 20 17 52.06 0.0887 830.7
1 20 19 177.05 0.0285 320.1
1 20 39 79.56 0.0901 628.9
1 20 23 211.04 0.0553 466.0
1 20 26 101.16 0.0851 725.4
1 20 35 99.14 0.0856 666.3
1 20 16 105.87 0.1241 75.8
1 20 28 182.13 0.0722 821.0
1 20 37 61.11 0.1105 209.3
1 20 21 48.22 0.1037 382.7
1 20 25 178.80 0.0729 694.5
1 20 26 111.73 0.0812 810.0
1 20 29 112.14 0.0616 383.9
1 20 34 231.35 0.0520 216.5
1 20 13 106.98 0.0212 269.3
1 20 38 109.46 0.0899 809.4
1 20 34 108.97 0.0663 511.6
1 20 33 74.73 0.1388 668.7
1 20 16 108.12 0.0935 265.1
1 20 32 213.73 0.0808 333.1
1 20 32 63.35 0.0771 307.4
1 20 27 95.96 0.1169 669.7
1 20 25 65.34 0.0963 442.5
1 20 25 126.21 0.1135 738.3
1 20 18 339.34 0.0414 850.6
1 20 34 96.73 0.0901 935.3
1 20 30 82.72 0.0880 293.3
1 20 17 115.53 0.0866 34.4
1 20 41 240.54 0.0606 839.7
1 20 26 178.38 0.0619 314.3
1 20 28 79.64 0.0942 397.5
1 20 29 101.88 0.0911 78.3
1 20 15 60.41 0.1419 329.2
1 20 29 113.67 0.0849 189.3
1 20 19 104.83 0.0592 225.3
1 20 17 215.24 0.0684 356.3
1 20 15 254.30 0.0704 942.8
1 20 21 104.43 0.0672 268.4
1 20 18 107.12 0.0891 819.4
1 20 13 155.99 0.0782 153.1
1 20 22 66.05 0.1169 305.3
1 20 15 113.21 0.1178 723.6
1 20 36 252.32 0.0513 790.9
1 20 28 73.59 0.1079 637.5
1 20 18 47.75 0.0988 931.9
1 20 36 147.36 0.0598 695.5
1 20 14 820.12 0.0720 633.0
1 20 13 56.25 0.0635 551.9
1 20 35 116.63 0.0642 717.9
1 20 15 65.13 0.1223 742.9
1 20 33 179.07 0.0763 691.2
1 20 16 171.58 0.0499 254.9
1 20 25 87.16 0.0711 745.8
1 20 27 154.87 0.0450 945.5
1 20 18 263.11 0.0376 525.6
1 20 13 72.69 0.0549 533.5
1 20 14 327.11 0.0332 413.7
1 20 14 48.84 0.1297 521.0
1 20 14 111.11 0.0820 267.5
1 20 13 239.18 0.0640 946.1
1 20 13 277.67 0.0512 918.5
1 20 18 87.05 0.0670 382.7
1 20 26 208.24 0.0391 711.4
1 20 22 47.56 0.0971 385.7
1 20 34 48.07 0.1252 244.4
1 20 16 60.27 0.1168 576.6
1 20 27 170.47 0.0704 335.0
1 20 19 48.82 0.1259 32.0
1 20 17 102.90 0.0534 733.0
1 20 31 110.62 0.0618 110.4
1 20 24 63.59 0.0905 712.2
1 20 13 66.98 0.0716 25.4
1 20 20 110.61 0.0577 148.4
1 20 35 92.74 0.0911 917.2
1 20 42 64.43 0.0924 838.1
1 20 26 68.25 0.1318 486.9
1 20 46 105.79 0.0847 758.3
1 20 26 86.15 0.0933 943.8
1 20 39 83.78 0.0915 97.4
1 20 41 89.32 0.0922 213.7
1 20 26 124.23 0.0683 144.5
1 20 18 84.92 0.0668 52.0
1 20 15 49.76 0.0842 577.2
1 20 13 82.85 0.0436 504.7
1 20 25 45.22 0.1590 756.9
1 20 41 102.47 0.0836 728.3
1 20 16 732.37 0.0703 235.0
1 20 13 214.96 0.1220 55.2
1 20 34 114.25 0.0946 730.3
1 20 23 262.80 0.0567 572.0
1 20 14 64.27 0.0692 444.2
1 20 14 240.41 0.0423 501.5
1 20 22 160.40 0.0705 235.4
1 20 21 57.22 0.0411 3.3
1 20 36 106.73 0.0894 792.9
1 20 21 143.16 0.0508 23.5
1 20 35 150.80 0.0775 909.1
1 20 29 202.58 0.0684 208.5
1 20 19 173.63 0.0430 377.8
1 20 29 51.86 0.1064 672.4
1 20 17 82.65 0.1113 560.3
1 20 24 105.98 0.0686 874.3
1 21 40 217.33 0.0602 614.4
1 21 36 94.21 0.0840 865.5
1 21 43 140.66 0.0714 358.2
1 21 37 340.03 0.0631 184.3
1 21 31 147.94 0.0878 663.6
1 21 26 131.88 0.0671 473.7
1 21 18 297.08 0.0702 407.9
1 21 35 121.79 0.0883 118.0
1 21 26 62.65 0.1666 246.4
1 21 27 72.42 0.0965 426.3
1 21 22 67.87 0.0931 789.0
1 21 27 81.10 0.1183 110.4
1 21 15 72.66 0.0487 388.8
1 21 27 93.23 0.0860 565.8
1 21 29 66.18 0.1465 99.4
1 21 30 451.38 0.0457 145.8
1 21 42 120.37 0.0619 551.2
1 21 15 62.01 0.0443 673.8
1 21 19 105.75 0.0823 57.7
1 21 38 277.31 0.0634 187.5
1 21 23 141.40 0.0569 28.4
1 21 28 88.44 0.1035 357.6
1 21 16 148.24 0.0635 368.6
1 21 20 82.02 0.0800 614.3
1 21 14 280.94 0.0444 325.2
1 21 21 67.40 0.1016 833.9
1 21 28 172.41 0.0744 494.5
1 21 32 139.02 0.0943 474.4
1 21 37 255.55 0.0515 862.0
1 21 29 225.16 0.0721 445.1
1 21 17 66.18 0.1117 410.0
1 21 23 63.39 0.1120 682.0
1 21 39 297.65 0.0663 254.1
1 21 34 211.13 0.0998 54.0
1 21 27 123.62 0.0941 141.8
1 21 30 76.39 0.1145 213.8
1 21 35 61.11 0.0616 764.2
1 21 17 85.50 0.0472 483.2
1 21 21 85.72 0.1380 121.4
1 21 16 150.56 0.0876 69.8
1 21 19 156.41 0.0973 236.2
1 21 30 381.37 0.0616 590.4
1 21 30 90.01 0.0959 236.0
1 21 24 147.86 0.0683 433.8
1 21 27 59.86 0.1141 577.6
1 21 29 174.78 0.0753 414.0
1 21 17 146.85 0.0841 177.0
1 21 41 68.94 0.0780 875.2
1 21 19 122.51 0.1198 469.2
1 21 37 96.37 0.0781 888.3
1 21 25 128.74 0.0657 57.0
1 21 17 87.86 0.0871 165.4
1 21 33 85.35 0.0895 51.6
1 21 34 54.71 0.1197 748.1
1 21 17 217.11 0.0329 38.8
1 21 34 194.66 0.0747 229.9
1 21 29 163.84 0.0704 546.5
1 21 33 157.95 0.0471 809.7
1 21 22 84.71 0.0850 59.0
1 21 31 75.57 0.0541 507.9
1 21 40 136.48 0.0863 774.7
1 21 34 159.37 0.0860 46.0
1 21 35 115.84 0.0932 394.9
1 21 29 120.75 0.0890 130.5
1 21 35 91.05 0.1087 773.3
1 21 26 196.75 0.0876 681.7
1 21 17 95.95 0.0720 244.5
1 21 18 247.69 0.0396 16.7
1 21 26 195.18 0.0812 809.0
1 21 20 255.84 0.0623 240.4
1 21 25 69.47 0.0988 746.2
1 21 26 95.28 0.0691 734.0
1 21 27 118.16 0.0788 211.5
1 21 29 145.90 0.0721 45.6
1 21 34 69.08 0.0512 396.9
1 21 15 66.47 0.1159 893.7
1 21 33 111.92 0.0702 492.7
1 21 19 61.01 0.1008 581.1
1 21 28 118.10 0.0850 639.4
1 21 22 45.70 0.1407 707.3
1 21 25 61.68 0.1038 29.9
1 21 31 58.49 0.1105 141.9
1 21 35 251.52 0.0727 71.8
1 21 29 50.87 0.1126 526.3
1 21 31 115.47 0.0736 545.1
1 21 18 92.76 0.1062 418.0
1 21 24 365.38 0.0542 866.3
1 21 28 46.46 0.0844 235.2
1 21 19 52.20 0.0909 645.7
1 21 34 82.80 0.0940 488.6
1 21 18 82.28 0.0826 215.7
1 21 22 225.63 0.0652 620.2
1 21 31 52.02 0.0804 609.2
1 21 31 254.65 0.0691 592.0
1 21 43 102.68 0.0685 210.7
1 21 37 243.14 0.0577 517.9
1 21 20 366.21 0.0645 589.8
1 21 17 96.60 0.0490 350.8
1 21 40 133.33 0.0946 206.7
1 21 20 67.38 0.1091 136.4
1 21 22 52.56 0.0776 227.0
1 21 23 172.73 0.0576 400.2
1 21 31 200.02 0.0911 83.2
1 21 36 365.65 0.0587 161.3
1 21 25 252.28 0.0546 411.3
1 21 31 86.75 0.0735 632.6
1 21 36 65.04 0.1036 284.2
1 21 18 238.48 0.0349 27.7
1 21 19 184.32 0.0909 897.6
1 21 22 131.19 0.0660 944.7
1 21 13 49.47 0.0634 37.1
1 21 23 128.25 0.0449 89.9
1 21 20 52.81 0.0527 387.2
1 21 35 123.47 0.0685 411.3
1 21 27 60.92 0.1148 832.2
1 21 36 204.48 0.0605 697.5
1 21 38 230.29 0.0647 78.4
1 21 34 71.64 0.0972 179.1
1 21 39 69.79 0.0907 272.3
1 21 22 66.64 0.0440 137.5
1 21 29 307.38 0.0941 481.8
1 21 38 143.30 0.0635 512.1
1 21 15 69.99 0.0413 459.1
1 21 17 45.67 0.1301 231.4
1 21 34 76.37 0.0795 254.4
1 21 33 87.89 0.0806 515.0
1 21 31 245.62 0.0686 445.0
1 21 14 344.31 0.0400 695.6
1 21 18 64.07 0.1292 435.7
1 21 35 49.11 0.1521 223.6
1 21 28 142.41 0.0690 213.5
1 21 42 150.42 0.0704 128.9
1 21 35 130.63 0.1031 210.1
1 21 23 53.86 0.1266 48.5
1 21 33 51.77 0.1203 66.8
1 21 15 50.72 0.1253 394.2
1 21 21 119.02 0.0650 725.4
1 21 31 103.62 0.1212 69.6
1 21 16 136.72 0.0493 180.0
1 21 35 283.06 0.0720 227.5
1 21 37 150.41 0.0726 215.4
1 21 25 88.13 0.0574 476.6
1 21 31 119.71 0.0834 642.1
1 21 17 66.23 0.1121 114.7
1 21 33 146.23 0.0907 872.6
1 21 29 79.24 0.1046 592.3
1 21 28 54.84 0.0805 116.9
1 21 24 193.69 0.0642 87.6
1 21 14 99.04 0.0667 442.5
1 21 38 85.76 0.1007 145.0
1 21 32 120.50 0.0757 269.4
1 21 15 60.64 0.1470 499.0
1 21 29 98.15 0.0813 625.0
1 21 36 115.68 0.0665 803.8
1 21 40 323.18 0.0370 142.8
1 21 35 448.84 0.0424 441.4
1 21 41 82.12 0.1019 826.0
1 21 43 337.75 0.0523 437.0
1 21 41 229.46 0.0578 551.2
1 21 27 107.55 0.0860 506.8
1 21 40 126.45 0.0829 527.0
1 21 38 150.42 0.0679 407.8
1 21 36 93.39 0.0918 219.1
1 21 33 62.55 0.0982 273.7
1 21 43 345.18 0.0604 175.8
1 21 40 55.15 0.1039 180.6
1 21 23 67.79 0.1306 824.0
1 21 33 231.78 0.0501 388.1
1 21 40 108.61 0.0902 852.0
1 21 46 195.99 0.0529 576.9
1 21 35 93.32 0.0785 69.7
1 21 37 94.63 0.1099 66.0
1 21 40 224.72 0.0777 245.0
1 21 27 141.96 0.0640 415.8
1 21 33 145.19 0.0836 185.5
1 21 36 79.64 0.0953 136.0
1 21 16 92.49 0.0635 808.2
1 21 34 59.28 0.0904 748.3
1 21 21 153.37 0.0661 47.5
1 21 17 49.54 0.0649 145.1
1 21 41 328.08 0.0725 498.3
1 21 23 225.62 0.0527 331.1
1 21 46 104.77 0.0571 133.9
1 21 35 52.72 0.1192 498.0
1 21 34 62.05 0.0572 659.6
1 21 20 90.60 0.0685 628.3
1 21 35 226.75 0.0652 545.2
1 21 23 101.75 0.0673 647.7
1 21 14 52.26 0.0573 262.7
1 21 22 53.27 0.1142 705.3
1 21 22 179.37 0.0876 322.6
1 21 13 110.54 0.0350 435.1
1 21 22 53.79 0.1371 788.2
1 21 37 80.28 0.1096 215.6
1 21 41 126.42 0.0589 141.5
1 21 36 71.68 0.1112 449.2
1 21 33 112.35 0.0567 104.4
1 21 35 85.29 0.0934 620.1
1 21 27 134.02 0.0738 481.7
1 21 14 273.19 0.0526 327.0
1 21 16 242.83 0.0514 196.0
1 21 15 131.37 0.0598 940.6
1 21 28 60.07 0.0690 718.2
1 21 40 54.84 0.1029 84.9
1 21 22 47.00 0.1202 628.5
1 21 39 70.03 0.0857 892.3
1 21 16 123.80 0.0367 16.1
1 21 41 98.45 0.0929 136.5
1 21 14 61.70 0.0818 440.3
1 21 18 200.34 0.0984 404.7
1 21 15 97.82 0.0805 707.0
1 21 33 80.46 0.1202 436.1
1 21 34 433.27 0.0683 153.1
1 21 43 113.34 0.0902 66.1
1 21 28 196.88 0.0468 334.4
1 21 37 118.78 0.0724 418.5
1 21 38 172.63 0.0522 469.4
1 21 39 217.86 0.0652 899.7
1 21 36 54.91 0.1106 103.0
1 21 28 386.57 0.0588 833.0
1 21 44 132.01 0.0827 490.1
1 21 42 289.24 0.0531 106.1
1 21 37 126.17 0.0763 91.3
1 21 27 127.60 0.0440 873.1
1 21 22 80.41 0.1066 960.1
1 21 23 80.52 0.1148 231.7
1 21 22 241.57 0.0598 782.8
1 21 23 147.79 0.0648 58.2
1 21 19 130.23 0.0731 451.5
1 21 26 61.60 0.1274 275.0
1 21 42 205.48 0.0701 454.7
1 21 33 64.94 0.0850 869.0
1 21 40 98.28 0.0813 405.9
1 21 14 122.77 0.1323 511.7
1 21 24 140.17 0.0646 189.1
1 21 18 657.04 0.0300 52.1
1 21 14 148.99 0.0956 691.5
1 21 41 113.89 0.0767 646.8
1 21 29 211.92 0.0564 145.5
1 21 21 172.11 0.0441 375.1
1 21 35 115.76 0.0938 14.0
1 21 17 67.02 0.0755 35.5
1 21 28 56.39 0.0891 392.2
1 21 18 133.48 0.0487 418.2
1 21 27 47.51 0.1304 197.9
1 21 35 203.78 0.0815 228.5
1 21 21 224.10 0.0432 91.9
1 21 30 155.52 0.0715 956.7
1 21 16 246.39 0.1053 778.7
1 21 29 71.90 0.0966 893.0
1 21 26 56.51 0.1078 433.9
1 21 22 92.60 0.0548 69.6
1 21 18 312.40 0.0560 746.6
1 21 36 116.62 0.0777 37.7
1 21 23 252.47 0.1228 805.8
1 21 22 196.61 0.0558 368.7
1 21 18 48.35 0.1110 928.2
1 21 23 125.46 0.0827 618.1
1 21 27 69.36 0.0771 97.9
1 21 44 51.26 0.1262 805.3
1 21 28 78.23 0.1224 870.0
1 21 32 85.20 0.0863 194.7
1 21 17 47.48 0.0952 956.9
1 21 34 111.73 0.0816 103.3
1 21 15 86.60 0.0510 748.8
1 21 34 153.93 0.0982 871.3
1 21 13 66.47 0.0721 349.4
1 21 20 68.84 0.0590 16.7
1 21 29 192.65 0.0554 827.6
1 21 20 45.41 0.0784 580.7
1 21 32 132.72 0.0847 549.4
1 21 41 83.98 0.0699 424.6
1 21 29 76.31 0.0977 64.0
1 21 26 55.28 0.0868 236.5
1 21 28 90.38 0.0607 210.0
1 21 16 208.84 0.0783 46.2
1 21 28 117.33 0.1127 465.7
1 21 36 86.61 0.0679 467.0
1 21 14 135.05 0.0739 12.2
1 21 26 64.78 0.0776 388.0
1 21 16 208.77 0.0491 417.1
1 21 17 106.12 0.0541 125.7
1 21 42 164.16 0.0505 169.4
1 21 29 93.05 0.0746 72.3
1 21 14 112.99 0.0807 197.6
1 21 31 75.75 0.0762 495.0
1 21 21 50.50 0.0872 61.5
1 21 41 89.76 0.0963 668.2
1 21 36 133.20 0.0638 123.3
1 21 41 147.66 0.0647 552.2
1 21 26 143.80 0.0536 804.8
1 21 32 137.86 0.0558 900.6
1 21 15 577.13 0.0368 634.4
1 21 19 74.07 0.0554 87.2
1 21 38 75.38 0.0780 33.8
1 21 29 140.91 0.0849 382.5
1 21 17 48.08 0.0920 61.7
1 21 21 97.81 0.0678 825.1
1 21 44 191.00 0.0924 603.6
1 21 41 153.47 0.0645 516.5
1 21 29 87.32 0.0569 159.0
1 21 36 97.43 0.0646 734.3
1 21 23 78.46 0.0580 417.4
1 21 26 106.50 0.0624 147.2
1 21 23 48.63 0.0834 518.1
1 21 17 76.53 0.0344 827.9
1 21 33 254.11 0.0507 205.6
1 21 42 74.45 0.0809 229.5
1 21 36 186.20 0.0559 510.4
1 21 22 51.11 0.0862 889.2
1 21 34 99.84 0.1025 240.0
1 21 31 88.47 0.0937 206.5
1 21 25 49.88 0.1156 267.7
1 21 18 208.42 0.0372 46.9
1 21 24 231.70 0.0746 64.0
1 21 17 47.01 0.1296 669.0
1 21 17 311.02 0.1682 227.3
1 21 17 92.78 0.0381 630.0
1 21 37 110.90 0.0849 439.6
1 21 38 116.96 0.0883 759.9
1 21 34 85.66 0.0816 405.1
1 21 33 229.32 0.0697 685.6
1 21 24 137.64 0.1006 102.8
1 21 13 67.71 0.1203 281.2
1 21 35 64.78 0.1094 745.5
1 21 24 105.23 0.0715 55.4
1 21 36 118.38 0.0807 665.5
1 21 24 147.86 0.0506 88.9
1 21 18 1777.73 0.0634 407.5
1 21 16 71.00 0.0684 675.6
1 21 23 156.34 0.0854 242.7
1 21 29 108.09 0.0700 589.2
1 21 19 233.75 0.0457 434.8
1 21 18 103.01 0.0594 618.3
1 21 25 173.34 0.0556 142.1
1 21 14 129.75 0.0547 641.5
1 21 30 62.78 0.1155 913.6
1 21 17 60.36 0.0695 71.7
1 21 33 77.00 0.1192 278.9
1 21 32 115.32 0.0905 80.0
1 21 31 80.18 0.0901 22.8
1 21 24 79.78 0.1034 782.0
1 21 16 83.79 0.0974 251.3
1 21 19 152.56 0.0765 725.0
1 21 17 48.89 0.1270 549.8
1 21 36 45.83 0.1044 232.8
1 21 32 149.73 0.0840 812.0
1 21 27 101.99 0.0720 59.5
1 21 27 104.44 0.1165 548.7
1 21 14 75.22 0.0587 532.6
1 21 26 95.01 0.0934 835.8
1 21 17 99.21 0.0837 375.5
1 21 17 272.50 0.1320 119.1
1 21 13 45.67 0.1340 121.7
1 21 32 142.45 0.0751 754.2
1 21 16 50.07 0.0782 583.9
1 21 17 67.89 0.0710 510.8
1 21 16 248.26 0.0755 588.0
1 21 16 89.73 0.0381 673.5
1 21 31 89.29 0.0951 204.3
1 21 18 74.09 0.0528 560.9
1 21 18 58.44 0.0448 449.2
1 21 15 140.67 0.0907 648.7
1 21 36 46.59 0.1224 391.5
1 21 13 100.41 0.0737 428.2
1 21 16 55.76 0.0602 593.9
1 21 16 309.03 0.0487 748.6
1 21 14 69.69 0.0404 853.5
1 21 14 115.73 0.0374 391.5
1 21 16 113.80 0.0588 70.4
1 21 13 52.21 0.1406 596.9
1 21 16 251.55 0.0325 608.0
1 21 19 49.33 0.0774 656.4
1 21 37 159.21 0.0562 88.8
1 21 36 50.70 0.1098 448.0
1 21 29 634.69 0.0514 68.4
1 21 16 50.22 0.0819 303.5
1 21 24 71.26 0.1028 76.6
1 21 16 421.11 0.0510 755.5
1 21 26 58.26 0.0819 604.7
1 21 25 57.56 0.1408 213.3
1 21 18 401.11 0.0504 46.4
1 21 14 223.67 0.0666 854.4
1 21 24 48.16 0.0973 590.3
1 21 24 132.83 0.0734 717.9
1 21 28 101.55 0.0584 386.0
1 21 15 543.76 0.0831 838.9
1 21 21 95.30 0.0444 259.2
1 21 18 93.07 0.0737 91.0
1 21 33 133.91 0.0751 493.6
1 21 16 81.56 0.1153 147.0
1 21 20 99.36 0.1447 788.2
1 21 14 87.70 0.0918 454.2
1 22 41 176.06 0.0677 152.2
1 22 39 208.09 0.0676 141.0
1 22 40 151.16 0.0652 505.8
1 22 32 85.46 0.0810 118.2
1 22 20 67.73 0.0890 366.5
1 22 23 64.15 0.0822 223.0
1 22 29 137.35 0.0870 849.4
1 22 22 768.50 0.0444 455.4
1 22 21 229.48 0.0781 409.9
1 22 29 88.78 0.1317 193.5
1 22 23 121.61 0.0548 184.3
1 22 27 127.96 0.0923 142.3
1 22 19 163.31 0.1148 256.8
1 22 37 199.67 0.0620 426.1
1 22 33 146.06 0.0625 78.7
1 22 28 331.80 0.0839 236.5
1 22 30 123.25 0.0866 8.9
1 22 31 140.08 0.0924 233.3
1 22 41 112.68 0.0815 140.9
1 22 19 53.09 0.1330 668.5
1 22 33 489.68 0.0588 372.7
1 22 24 93.52 0.0603 402.3
1 22 27 63.32 0.1302 416.9
1 22 17 121.16 0.0980 801.3
1 22 27 67.92 0.1082 837.5
1 22 22 80.38 0.0809 246.0
1 22 41 113.32 0.0717 144.6
1 22 26 60.66 0.1181 266.0
1 22 35 109.91 0.1168 159.8
1 22 23 111.84 0.0912 435.6
1 22 22 213.74 0.0825 246.8
1 22 25 128.54 0.0410 852.5
1 22 27 191.22 0.0658 172.7
1 22 20 109.90 0.0766 245.5
1 22 21 112.54 0.0924 774.7
1 22 18 118.10 0.0441 323.7
1 22 17 94.14 0.0486 26.8
1 22 17 80.66 0.0898 880.8
1 22 32 307.27 0.0861 132.4
1 22 30 136.20 0.0666 457.8
1 22 40 69.81 0.1022 777.2
1 22 27 105.51 0.0914 174.6
1 22 32 173.69 0.0653 780.4
1 22 20 70.79 0.0807 376.6
1 22 28 48.97 0.1244 906.2
1 22 29 79.40 0.1010 407.4
1 22 29 113.10 0.0707 152.3
1 22 19 71.74 0.0977 958.0
1 22 30 262.46 0.0553 243.5
1 22 31 85.45 0.0692 698.5
1 22 25 74.50 0.0762 902.4
1 22 29 70.30 0.1360 347.5
1 22 32 75.93 0.0756 773.1
1 22 31 76.12 0.0912 369.7
1 22 21 131.14 0.0419 196.8
1 22 30 85.88 0.0979 520.1
1 22 36 85.16 0.0792 594.2
1 22 25 49.19 0.1127 431.0
1 22 29 85.88 0.0955 796.6
1 22 28 97.53 0.1004 123.7
1 22 36 131.05 0.0711 689.7
1 22 25 136.92 0.0429 574.2
1 22 33 116.06 0.1150 148.3
1 22 30 102.77 0.1035 242.7
1 22 15 198.15 0.0471 160.3
1 22 21 45.12 0.1381 283.5
1 22 29 93.88 0.0744 573.6
1 22 24 86.74 0.0753 454.5
1 22 15 320.58 0.1118 471.7
1 22 20 88.64 0.0982 914.9
1 22 25 132.26 0.0507 121.1
1 22 18 81.97 0.0734 849.5
1 22 29 81.56 0.1043 204.9
1 22 34 135.12 0.1040 151.8
1 22 27 162.58 0.0649 349.9
1 22 23 59.43 0.1001 134.2
1 22 15 71.72 0.0398 169.6
1 22 40 69.42 0.1121 468.7
1 22 26 165.61 0.0588 947.7
1 22 30 139.88 0.0723 329.9
1 22 25 1872.98 0.0759 45.8
1 22 38 135.69 0.0795 216.4
1 22 35 128.35 0.0811 129.3
1 22 31 216.50 0.0844 393.0
1 22 26 54.57 0.1013 47.5
1 22 44 165.71 0.1026 99.0
1 22 25 145.86 0.0565 252.6
1 22 34 189.96 0.0780 113.7
1 22 40 200.65 0.0636 284.0
1 22 40 82.85 0.0744 457.1
1 22 34 216.93 0.0591 271.2
1 22 14 415.30 0.1508 483.5
1 22 34 125.15 0.0879 298.6
1 22 25 170.03 0.0855 123.0
1 22 29 48.82 0.0741 87.3
1 22 27 67.22 0.0888 613.7
1 22 39 93.65 0.0557 192.5
1 22 23 66.71 0.0823 488.7
1 22 32 101.78 0.0690 177.7
1 22 37 131.48 0.0627 64.4
1 22 31 134.67 0.0578 145.1
1 22 16 67.86 0.1145 463.6
1 22 15 178.97 0.1229 384.0
1 22 24 132.31 0.0931 763.8
1 22 30 179.83 0.0620 88.1
1 22 34 84.69 0.0849 907.0
1 22 19 95.64 0.1155 530.9
1 22 16 162.05 0.0623 412.1
1 22 25 97.05 0.0814 61.7
1 22 26 289.81 0.0547 89.6
1 22 36 104.64 0.0960 412.4
1 22 28 154.64 0.0591 503.5
1 22 37 103.74 0.0644 543.0
1 22 30 84.64 0.1010 60.7
1 22 27 261.76 0.0458 554.6
1 22 24 73.21 0.0834 680.4
1 22 26 77.60 0.1051 331.8
